Accepted Symbol,Synonym Symbol,Scientific Name,State and Province,Native Status,Invasive
ACMIA,ACMIF,Achillea millefolium var. fusca,,,
ACMIA,ACSU3,Achillea subalpina,,,
ACMIA2,,Achillea millefolium var. arenicola,USA(CA),L48(N),
ACMIA2,ACAR6,Achillea arenicola,,,
ACMIA2,ACBOA,Achillea borealis ssp. arenicola,,,
ACMIA2,ACBOA2,Achillea borealis var. arenicola,,,
ACMIA2,ACMIM4,Achillea millefolium var. maritima,,,
ACMIB,,Achillea millefolium var. borealis,"CAN(AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, MA, ME, MI, NH, WA)",L48(N)AK(N)CAN(N)GL(N)SPM(N),
ACMIB,ACBO,Achillea borealis,,,
ACMIB,ACBOT,Achillea borealis ssp. typica,,,
ACMIB,ACMIA3,Achillea millefolium ssp. atrotegula,,,
ACMIB,ACMIB2,Achillea millefolium ssp. borealis,,,
ACMIB,ACMIF2,Achillea millefolium var. fulva,,,
ACMIB,ACMIP3,Achillea millefolium var. parviligula,,,
ACMIB,ACMIP4,Achillea millefolium var. parvula,,,
ACMIC,,Achillea millefolium var. californica,"USA(CA, ID, OR, WA)",L48(N),
ACMIC,ACBOC,Achillea borealis ssp. californica,,,
ACMIC,ACBOC2,Achillea borealis var. californica,,,
ACMIC,ACCA7,Achillea californica,,,
ACMIG,,Achillea millefolium var. gigantea,USA(CA),L48(N),
ACMIG,ACGI2,Achillea gigantea,,,
ACMIM2,,Achillea millefolium var. millefolium,"CAN(AB, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(CA, FL, HI, ID, IL, KS, KY, MA, ME, MI, MN, MO, NJ, NY, OH, OR, PA, RI, VT, WA, WI)",L48(I)HI(I)CAN(I)SPM(I),
ACMIM2,ACMA14,Achillea magna,,,
ACMIN,,Achillea millefolium var. nigrescens,"CAN(AB, LB, MB, NF, NT, ON, QC), DEN(GL), FRA(SB), USA(AK, ME, MI, NH, NY)",L48(N)AK(N)CAN(N)GL(N)SPM(N),
ACMIN,ACNI4,Achillea nigrescens,,,
ACMIO,,Achillea millefolium var. occidentalis,"CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",L48(N)AK(N)CAN(N)GL(N)SPM(N),
ACMIO,ACAN7,Achillea angustissima,,,
ACMIO,ACAS2,Achillea aspleniifolia,,,
ACMIO,ACER2,Achillea eradiata,,,
ACMIO,ACGR5,Achillea gracilis,,,
ACMIO,ACLA3,Achillea laxiflora,,,
ACMIO,ACLA5,Achillea lanulosa,,,WSWS
ACMIO,ACLAA3,Achillea lanulosa var. arachnoidea,,,
ACMIO,ACLAE,Achillea lanulosa var. eradiata,,,
ACMIO,ACLAT,Achillea lanulosa ssp. typica,,,
ACMIO,ACMIA4,Achillea millefolium var. aspleniifolia,,,
ACMIO,ACMIG2,Achillea millefolium var. gracilis,,,
ACMIO,ACMIL,Achillea millefolium ssp. lanulosa,,,
ACMIO,ACMIL3,Achillea millefolium var. lanulosa,,,
ACMIO,ACMIO2,Achillea millefolium ssp. occidentalis,,,
ACMIO,ACMIP5,Achillea millefolium ssp. pallidotegula,,,
ACMIO,ACMIR,Achillea millefolium var. rosea,,,
ACMIO,ACMIR2,Achillea millefolium var. russeolata,,,
ACMIO,ACOC,Achillea occidentalis,,,
ACMIO,ACRO4,Achillea rosea,,,
ACMIO,ACTO3,Achillea tomentosa,,,
ACMIP,,Achillea millefolium var. pacifica,"USA(AK, CA, ID, OR, WA)",L48(N)AK(N),
ACMIP,ACPA5,Achillea pacifica,,,
ACMIP2,,Achillea millefolium var. puberula,USA(CA),L48(N),
ACMIP2,ACPU2,Achillea puberula,,,
ACSI,,Achillea sibirica,"USA(AK, MN, MT, ND)",L48(N)AK(N),
ACSI,ACMU3,Achillea multiflora,,,
ACBL,,Achnatherum ×bloomeri,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",L48(N),
ACBL,ORBL,Oryzopsis bloomeri,,,
ACBL,STBL4,Stipa bloomeri,,,
ACBL,STBL5,Stiporyzopsis bloomeri,,,
ACAR14,,Achnatherum aridum,"USA(AZ, CA, CO, NM, NV, TX, UT)",L48(N),
ACAR14,STAR2,Stipa arida,,,
ACBR5,,Achnatherum brachychaetum,"USA(CA, OR)",L48(I),STATE
ACBR5,NABR2,Nassella brachychaeta,,,
ACBR5,STBR3,Stipa brachychaeta,,,STATE
ACBR6,,Achnatherum bromoides,,,
ACBR6,STAR14,Stipa aristella,,,
ACBR6,STBR8,Stipa bromoides,,,
ACCA34,,Achnatherum capense,USA(CA),L48(I),
ACCA34,STCA25,Stipa capensis,,,
ACCA34,STTO8,Stipa tortilis,,,
ACCA36,,Achnatherum caragana,,,
ACCA36,LACA13,Lasiagrostis caragana,,,
ACCA36,STCA27,Stipa caragana,,,
ACCA31,,Achnatherum caudatum,USA(OR),L48(I),
ACCA31,STLI4,Stipa littoralis,,,
ACCL7,,Achnatherum clandestinum,USA(TX),L48(I),
ACCL7,STCL5,Stipa clandestina,,,
ACCO22,,Achnatherum contractum,"USA(CO, MT, WY)",L48(N),
ACCO22,ORCO3,Oryzopsis contracta,,,
ACCO22,ORHYC,Oryzopsis hymenoides var. contracta,,,
ACCO22,STCO11,Stipa contracta,,,
ACCO21,,Achnatherum coronatum,USA(CA),L48(N),
ACCO21,STCO5,Stipa coronata,,,
ACCU6,,Achnatherum curvifolium,"USA(NM, TX)",L48(N),
ACCU6,STCU2,Stipa curvifolia,,,
ACDI10,,Achnatherum diegoense,USA(CA),L48(N),
ACDI10,STDI,Stipa diegoensis,,,
ACEM4,,Achnatherum eminens,"USA(AZ, NM, TX)",L48(N),
ACEM4,STEM2,Stipa eminens,,,
ACHE10,,Achnatherum hendersonii,"USA(ID, OR, WA)",L48(N),
ACHE10,ORHE,Oryzopsis hendersonii,,,
ACHE10,STHE5,Stipa hendersonii,,,
ACHY,,Achnatherum hymenoides,"CAN(AB, BC, MB, SK, YT), USA(AR, AZ, CA, CO, ID, KS, MN, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)",L48(N)CAN(N),
ACHY,ERCU9,Eriocoma cuspidata,,,
ACHY,ORHY,Oryzopsis hymenoides,,,
ACHY,STHY6,Stipa hymenoides,,,
ACLA8,,Achnatherum latiglume,USA(CA),L48(N),
ACLA8,STLA2,Stipa latiglumis,,,
ACLEL,,Achnatherum lemmonii var. lemmonii,"USA(AZ, CA, ID, MT, NV, OR, UT, WA)",L48(N)CAN(N),
ACLEL,ACLEL2,Achnatherum lemmonii ssp. lemmonii,,,
ACLEL,STLE2,Stipa lemmonii,,,
ACLEL,STLEJ,Stipa lemmonii var. jonesii,,,
ACLEL,STLEL,Stipa lemmonii var. lemmonii,,,
ACLE9,,Achnatherum lettermanii,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)",L48(N),
ACLE9,STLE4,Stipa lettermanii,,,
ACLO7,,Achnatherum lobatum,"USA(AZ, NM, TX)",L48(N),
ACLO7,STLO3,Stipa lobata,,,
ACNED,,Achnatherum nelsonii ssp. dorei,"CAN(AB, BC, SK, YT), USA(AZ, CA, CO, ID, MT, NM, NV, OR, SD, TX, UT, WA, WY)",L48(N)CAN(N),
ACNED,ACNED2,Achnatherum nelsonii var. dorei,,,
ACNED,STCO3,Stipa columbiana,,,
ACNED,STMI6,Stipa minor,,,
ACNED,STNED,Stipa nelsonii ssp. dorei,,,
ACNED,STNED2,Stipa nelsonii var. dorei,,,
ACNED,STOCM,Stipa occidentalis var. minor,,,
ACNEN2,,Achnatherum nelsonii ssp. nelsonii,"CAN(SK), USA(AZ, CO, ID, MT, NM, NV, UT, WY)",L48(N)CAN(N),
ACNEN2,STCON2,Stipa columbiana var. nelsonii,,,
ACNEN2,STNE3,Stipa nelsonii,,,
ACNEN2,STOCN,Stipa occidentalis var. nelsonii,,,
ACNEN2,STWI,Stipa williamsii,,,
ACNE10,,Achnatherum nevadense,"USA(CA, CO, ID, NV, OR, UT, WY)",L48(N),
ACNE10,STNE4,Stipa nevadensis,,,
ACOCC,,Achnatherum occidentale ssp. californicum,"CAN(AB), USA(CA, ID, NV, OR, WA)",L48(N)CAN(N),
ACOCC,ACNEL2,Achnatherum nelsonii ssp. longiaristatum,,,
ACOCC,STCA2,Stipa californica,,,
ACOCC,STNEL3,Stipa nelsonii var. longiaristata,,,
ACOCC,STOCC,Stipa occidentalis var. californica,,,
ACOCO,,Achnatherum occidentale ssp. occidentale,USA(CA),L48(N),
ACOCO,STOC2,Stipa occidentalis,,,
ACOCP,,Achnatherum occidentale ssp. pubescens,"CAN(AB, BC), USA(AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY)",L48(N)CAN(N),
ACOCP,STEL2,Stipa elmeri,,,
ACOCP,STOCP,Stipa occidentalis var. pubescens,,,
ACPAP,,Achnatherum parishii var. parishii,"USA(AZ, CA, NV, UT)",L48(N),
ACPAP,STCOP2,Stipa coronata var. parishii,,,
ACPAP,STPA17,Stipa parishii,,,
ACPE13,,Achnatherum perplexum,"USA(AZ, NM, TX, UT)",L48(N),
ACPE13,STPE10,Stipa perplexa,,,
ACPI2,,Achnatherum pinetorum,"USA(AZ, CA, CO, ID, MT, NM, NV, OR, UT, WY)",L48(N),
ACPI2,STPI2,Stipa pinetorum,,,
ACRI8,,Achnatherum richardsonii,"CAN(AB, BC, MB, SK, YT), USA(AK, CO, ID, MT, SD, WA, WY)",L48(N)AK(I)CAN(N),
ACRI8,STRI2,Stipa richardsonii,,,
ACRO7,,Achnatherum robustum,"USA(AZ, CO, KS, NE, NM, SD, TX, WY)",L48(N),
ACRO7,STRO3,Stipa robusta,,,
ACRO7,STVA4,Stipa vaseyi,,,
ACSC11,,Achnatherum scribneri,"USA(CO, NM, OK, TX, WY)",L48(N),
ACSC11,STSC2,Stipa scribneri,,,
ACSP12,,Achnatherum speciosum,"USA(AZ, CA, CO, NM, NV, OR, UT)",L48(N),
ACSP12,STSP3,Stipa speciosa,,,
ACSP8,,Achnatherum splendens,,,
ACSP8,STSP12,Stipa splendens,,,
ACST7,,Achnatherum stillmanii,USA(CA),L48(N),
ACST7,STST2,Stipa stillmanii,,,
ACSW3,,Achnatherum swallenii,"USA(ID, WY)",L48(N),
ACSW3,ORSW,Oryzopsis swallenii,,,
ACTH7,,Achnatherum thurberianum,"USA(CA, CO, ID, MT, NV, OR, UT, WA, WY)",L48(N),
ACTH7,STTH2,Stipa thurberiana,,,
ACWA,,Achnatherum wallowaense,USA(OR),L48(N),
ACWA,ACWA4,Achnatherum wallowaensis,,,
ACWE3,,Achnatherum webberi,"USA(CA, CO, ID, NV, OR, SD, UT)",L48(N),
ACWE3,ORWE,Oryzopsis webberi,,,
ACWE3,STWE,Stipa webberi,,,
ACCA32,,×Achnella caduca,"CAN(AB, BC, MB, NT, SK, YT), USA(MT, ND, NE)",L48(I)CAN(N),
ACCA32,ORCA9,Oryzopsis caduca,,,
ACCA32,STCA13,×Stiporyzopsis caduca,,,
ACCA32,STCA22,Stipa caduca,,,
ACASA,,Achyranthes aspera var. aspera,"USA+(PR, VI), USA(AL, FL, HI, LA, PW)",L48(I)HI(I)PR(I)VI(I),
ACASA,ACIN4,Achyranthes indica,,,
ACASA,CEAS3,Centrostachys aspera,,,
ACASA,CEIN6,Centrostachys indica,,,
ACCA37,,Achyranthes canescens,,,
ACMU2,,Achyranthes mutica,USA(HI),HI(N),
ACMU2,ACNE3,Achyranthes nelsonii,,,
ACSPA2,,Achyranthes splendens var. atollensis,"USA(HI, UM)",L48(N)HI(N),
ACSPA2,ACAT,Achyranthes atollensis,,,
ACAR2,,Acinos arvensis,"CAN(BC, ON, PE, QC), USA(CT, ID, KY, MA, MD, ME, MI, MO, MT, NJ, NY, OH, PA, VA, VT, WA, WI, WV, WY)",L48(I)CAN(I),
ACAR2,ACTH3,Acinos thymoides,,,
ACAR2,CAAC6,Calamintha acinos,,,
ACAR2,CLAC5,Clinopodium acinos,,,
ACAR2,SAAC,Satureja acinos,,,
ACQU,,Acisanthera quadrata,USA+(PR),PR(N),
ACQU,ACAC4,Acisanthera acisanthera,,,
ACOB2,,Acleisanthes obtusa,USA(TX),L48(N),
ACOB2,ACBE4,Acleisanthes berlandieri,,,
ACOB2,ACGR8,Acleisanthes greggii,,,
ACDE5,,Acmella decumbens,USA(NJ),L48(I),
ACDE5,SPAMS,Spilanthes americana var. stolonifera,,,
ACDE5,SPST4,Spilanthes stolonifera,,,
ACIO,,Acmella iodiscaea,USA+(PR),PR(N),
ACIO,SPIO,Spilanthes iodiscaea,,,
ACOPR,,Acmella oppositifolia var. repens,"USA(AL, AR, FL, GA, LA, MO, MS, NC, OK, SC, TN, TX)",L48(N),
ACOPR,ACRE6,Acmella repens,,,
ACOPR,SPAM3,Spilanthes americana,,,
ACOPR,SPAMR3,Spilanthes americana var. repens,,,
ACPU,,Acmella pusilla,"USA+(PR), USA(FL, GA, NC, SC)",L48(I)PR(I),
ACPU,SPPU5,Spilanthes pusilla,,,
ACUL,,Acmella uliginosa,,,
ACUL,SPUL3,Spilanthes uliginosa,,,
ACAR,,Acnistus arborescens,"USA+(PR, VI)",PR(N)VI(N),
ACAR,DUAR4,Dunalia arborescens,,,
ACWR4,,Acoelorraphe wrightii,USA(FL),L48(N),
ACWR4,ACAR5,Acoelorrhaphe arborescens,,,
ACWR4,ACWR2,Acoelorrhaphe wrightii,,,
ACWR4,PAWR5,Paurotis wrightii,,,
ACCOC3,,Aconitum columbianum ssp. columbianum,"CAN(BC), USA(AZ, CA, CO, IA, ID, MT, NM, NV, OR, SD, UT, WA, WY)",L48(N)CAN(N),
ACCOC3,ACCOB,Aconitum columbianum var. bakeri,,,
ACCOC3,ACCOO,Aconitum columbianum var. ochroleucum,,,
ACCOC3,ACCOP,Aconitum columbianum ssp. pallidum,,,
ACCOC3,ACGE3,Aconitum geranioides,,,
ACCOC3,ACLE6,Aconitum leibergii,,,
ACCOC3,ACMO3,Aconitum mogollonicum,,,
ACCOV2,,Aconitum columbianum ssp. viviparum,"USA(CA, OR)",L48(N),
ACCOV2,ACBU,Aconitum bulbiferum,,,
ACCOV2,ACCOH,Aconitum columbianum var. howellii,,,
ACCOV2,ACHA2,Aconitum hansenii,,,
ACCOV2,ACHO,Aconitum howellii,,,
ACCOV2,ACVI5,Aconitum viviparum,,,
ACDEP,,Aconitum delphiniifolium ssp. paradoxum,"CAN(YT), USA(AK)",AK(N)CAN(N)NA(N),
ACDEP,ACNI3,Aconitum nivatum,,,
ACLY,,Aconitum lycoctonum,CAN(QC),CAN(W?)NA(W?),
ACLY,ACSE3,Aconitum septentrionale,,,
ACAM,,Acorus americanus,"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), USA(AK, CT, DC, DE, IA, ID, IL, IN, MA, ME, MI, MN, MT, ND, NE, NH, NJ, NY, OH, PA, RI, SD, VA, VT, WA, WI)",L48(N)AK(N)CAN(N),
ACAM,ACCA10,Acorus calamus,,,
ACAM,ACCAA2,Acorus calamus var. americanus,,,
ACMI3,,Acourtia microcephala,USA(CA),L48(N),
ACMI3,PEMI11,Perezia microcephala,,,
ACNA2,,Acourtia nana,"USA(AZ, NM, TX)",L48(N),
ACNA2,PENA5,Perezia nana,,,
ACRU3,,Acourtia runcinata,USA(TX),L48(N),
ACRU3,PERU7,Perezia runcinata,,,
ACTH,,Acourtia thurberi,"USA(AZ, NM)",L48(N),
ACTH,PETH6,Perezia thurberi,,,
ACWR5,,Acourtia wrightii,"USA(AZ, NM, NV, TX, UT)",L48(N),
ACWR5,PEWR4,Perezia wrightii,,,
ACRA6,,Acrachne racemosa,USA(CA),L48(I),
ACRA6,ELRA5,Eleusine racemosa,,,
ACCA18,,Acrocordia cavata,,NA(N),
ACCA18,ARCA40,Arthopyrenia cavata,,,
ACCO12,,Acrocordia conoidea,,NA(N),
ACCO12,ARCO31,Arthopyrenia conoidea,,,
ACGE5,,Acrocordia gemmata,,NA(N),
ACGE5,ARAL21,Arthopyrenia alba,,,
ACGE5,ARGE4,Arthopyrenia gemmata,,,
ACGE5,ARSP12,Arthopyrenia sphaeroides,,,
ACME4,,Acrocordia megalospora,,NA(N),
ACME4,ARFI7,Arthopyrenia finkii,,,
ACME4,ARMA26,Arthopyrenia macrospora,,,
ACME4,PYME3,Pyrenula megalospora,,,
ACSM3,,Acroporium smallii,,NA(N),
ACSM3,SESM4,Sematophyllum smallii,,,
ACRE3,,Acroptilon repens,"CAN(AB, BC, MB, ON, SK), USA(AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, MI, MN, MO, MT, ND, NE, NM, NV, OH, OK, OR, SD, TX, UT, WA, WI, WY)",L48(I)CAN(I),STATE
ACRE3,CEPI3,Centaurea picris,,,
ACRE3,CERE6,Centaurea repens,,,"NE&GP, STATE, SWSS, WSWS"
ACSP11,,Acroscyphus sphaerophoroides,,NA(N),
ACDA,,Acrostichum danaeifolium,"USA+(PR, VI), USA(FL)",L48(N)PR(N)VI(N),
ACDA,ACEX2,Acrostichum excelsum,,,
ACAR18,,Actaea arizonica,USA(AZ),L48(N),
ACAR18,CIAR,Cimicifuga arizonica,,,
ACEL4,,Actaea elata,"CAN(BC), USA(OR, WA)",L48(N)CAN(N),
ACEL4,CIEL,Cimicifuga elata,,,
ACLA12,,Actaea laciniata,"USA(OR, WA)",L48(N),
ACLA12,CILA,Cimicifuga laciniata,,,
ACPA,,Actaea pachypoda,"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, VA, VT, WI, WV)",L48(N)CAN(N),
ACPA,ACAL7,Actaea alba,,,
ACPO11,,Actaea podocarpa,"USA(GA, IL, KY, MD, NC, PA, SC, TN, VA, WV)",L48(N),
ACPO11,ACCO25,Actaea cordifolia,,,
ACPO11,CIAM,Cimicifuga americana,,,
ACPO11,CICO9,Cimicifuga cordifolia,,,
ACPO11,CIRAC,Cimicifuga racemosa var. cordifolia,,,
ACRAR,,Actaea racemosa var. racemosa,"CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",L48(N)CAN(N),
ACRAR,CIRA,Cimicifuga racemosa,,,
ACRU14,,Actaea rubifolia,"USA(AL, IL, IN, KY, PA, TN, VA)",L48(N),
ACRU14,ACCO26,Actaea cordifolia,,,
ACRU14,CICO4,Cimicifuga cordifolia,,,
ACRU14,CIRAC3,Cimicifuga racemosa var. cordifolia,,,
ACRU14,CIRU,Cimicifuga rubifolia,,,
ACRUA8,,Actaea rubra ssp. arguta,"CAN(AB, BC, SK, YT), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",L48(N)AK(N)CAN(N),
ACRUA8,ACAR7,Actaea arguta,,,
ACRUA8,ACARV,Actaea arguta var. viridiflora,,,
ACRUA8,ACRUA,Actaea rubra var. arguta,,,
ACRUA8,ACSPA,Actaea spicata var. arguta,,,
ACPE2,,Actinostachys pennula,"USA (FL), USA+ (PR)",L48(N)PR(N),
ADRI,,Adelia ricinella,"USA+(PR, VI)",PR(N)VI(N),
ADRI,RIRI,Ricinella ricinella,,,
ADAL2,,Adelococcus alpestris,,NA(N),
ADKO,,Adelolecia kolaensis,,NA(N),
ADKO,LECO20,Lecidea conferenda,,,
ADPI2,,Adelolecia pilati,,NA(N),
ADPI2,LELY5,Lecidea lyngeana,,,
ADPI2,LEPI9,Lecidea pilati,,,
ADPI2,LESU31,Lecidea subauriculata,,,
ADHA,,Adenophorus haalilioanus,USA(HI),HI(N),
ADHA,POHA14,Polypodium haalilioanum,,,
ADHY,,Adenophorus hymenophylloides,USA(HI),HI(N),
ADHY,AMHY3,Amphoradenium hymenophylloides,,,
ADHY,POHY5,Polypodium hymenophylloides,,,
ADOA,,Adenophorus oahuensis,USA(HI),HI(N),
ADOA,GROA,Grammitis oahuensis,,,
ADPI,,Adenophorus pinnatifidus,USA(HI),HI(N),
ADPI,POSA24,Polypodium sarmentosum,,,
ADTA,,Adenophorus tamariscinus,USA(HI),HI(N),
ADTA,AMTA4,Amphoradenium tamariscinum,,,
ADTA,POTA4,Polypodium tamariscinum,,,
ADCO2,,Adenophyllum cooperi,"USA(AZ, CA, NV, UT)",L48(N),
ADCO2,DYCO2,Dyssodia cooperi,,,
ADPO,,Adenophyllum porophylloides,"USA(AZ, CA, NV)",L48(N),
ADPO,DYPO,Dyssodia porophylloides,,,
ADPO2,,Adenophyllum porophyllum,USA(AZ),L48(N),
ADPO2,DYPO3,Dyssodia porophylla,,,
ADPO2,PTPO2,Pteronia porophylla,,,
ADWR,,Adenophyllum wrightii,"USA(AZ, NM)",L48(N),
ADWR,DYNE,Dyssodia neomexicana,,,
ADWR,HYNE2,Hymenatherum neomexicanum,,,
ADLA2,,Adenostemma lavenia,"USA(HI, PW)",L48(N)HI(N),
ADLA2,ADVI2,Adenostemma viscosum,,,
ADLA2,VELA4,Verbesina lavenia,,,
ADVE2,,Adenostemma verbesina,"USA+(PR, VI)",PR(N)VI(N),
ADVE2,COVE7,Cotula verbesina,,,
ADTE3,,Adesmia tenella,,,
ADTE3,ADAN3,Adesmia angustifolia,,,
ADCA,,Adiantum capillus-veneris,"CAN(BC), USA+(PR), USA(AL, AR, AZ, CA, CO, FL, GA, HI, KY, LA, MD, MO, MS, NC, NM, NV, OH, OK, SC, SD, TN, TX, UT, VA)",L48(N)HI(N)PR(N)CAN(N),
ADCA,ADCAM,Adiantum capillus-veneris var. modestum,,,
ADCA,ADCAP,Adiantum capillus-veneris var. protrusum,,,
ADCA,ADMO2,Adiantum modestum,,,
ADFRR,,Adiantum fragile var. rigidulum,"USA+(PR, VI)",PR(N)VI(N),
ADFRR,ADRI2,Adiantum rigidulum,,,
ADPY,,Adiantum pyramidale,"USA+(PR, VI)",PR(N)VI(N),
ADPY,ADCR,Adiantum cristatum,,,
ADRA,,Adiantum raddianum,USA(HI),HI(I),
ADRA,ADCU,Adiantum cuneatum,,,
ADAN,,Adonis annua,"CAN(MB, ON), USA(AL, AR, ID, KY, LA, MO, MT, TN, TX, WA)",L48(I)CAN(I),
ADAN,ADAU,Adonis autumnalis,,,
ADVE,,Adonis vernalis,USA(NY),L48(I),
ADVE,CHVE13,Chrysocyathus vernalis,,,
AELI,,Aechmea lingulata,"USA+(PR, VI)",PR(N)VI(N),
AELI,WILI,Wittmackia lingulata,,,
AECY,,Aegilops cylindrica,"USA(AL, AR, AZ, CA, CO, IA, ID, IL, IN, KS, KY, LA, MI, MO, MT, ND, NE, NM, NV, NY, OH, OK, OR, PA, SD, TN, TX, UT, VA, WA, WV, WY)",L48(I),"NE&GP, STATE, SWSS, WSWS"
AECY,AECYR,Aegilops cylindrica var. rubiginosa,,,
AECY,AETA3,Aegilops tauschii,,,
AECY,CYCY5,Cylindropyrum cylindricum,,,
AECY,TRCY3,Triticum cylindricum,,,
AEGE,,Aegilops geniculata,"USA(CA, NY, VA)",L48(I),WI
AEGE,AEOV2,Aegilops ovata,,,STATE
AEGE,TROV4,Triticum ovatum,,,
AELO2,,Aegilops lorentii,,,
AELO2,AEBI2,Aegilops biuncialis,,,
AETA2,,Aegilops tauschii,"USA(AZ, CA, NY)",L48(I),
AETA2,AESQ2,Aegilops squarrosa,,,
AETR,,Aegilops triuncialis,"USA(CA, MD, NV, NY, OR, PA)",L48(I),"Cal-IPC, STATE"
AETR,AESQ,Aegilops squarrosa,,,
AETR,TRPE19,Triticum persicum,,,
AETR,TRTR5,Triticum triunciale,,,
AETE,,Aegopogon tenellus,USA(AZ),L48(N),
AETE,AETEA,Aegopogon tenellus var. abortivus,,,
AETE,LATE4,Lamarckia tenella,,,
AELA2,,Aeluropus lagopoides,,,
AELA2,AERE2,Aeluropus repens,,,
AEJA,,Aerva javanica,,,
AEJA,AETO2,Aerva tomentosa,,,
AEBU2,,Aesandra butyracea,,,
AEBU2,BABU3,Bassia butyracea,,,
AEBU2,MABU,Madhuca butyracea,,,
AEGR,,Aeschynomene gracilis,USA+(PR),PR(N),
AEGR,AEPO2,Aeschynomene portoricensis,,,
AEHII,,Aeschynomene histrix var. incana,USA(FL),L48(I),
AEHII,SEHI4,Secula histrix,,,
AEPA3,,Aeschynomene paniculata,USA(HI),HI(I),
AEPA3,AEPA4,Aeschynomene paniculatus,,,
AEVI,,Aeschynomene viscidula,"USA(AL, FL, GA, MS, TX)",L48(N),
AEVI,SEVI9,Secula viscidula,,,
AEWO,,Aesculus ×worlitzensis,"USA(DE, GA, NC, SC, TN)",L48(N),
AEWO,AEDU,Aesculus dupontii,,,
AEFL,,Aesculus flava,"USA(AL, DC, GA, IL, IN, KY, MD, MS, NC, NJ, NY, OH, PA, SC, TN, VA, WV)",L48(N),
AEFL,AEOC2,Aesculus octandra,,,
AEFL,AEOCV,Aesculus octandra var. vestita,,,
AEFL,AEOCV2,Aesculus octandra var. virginica,,,
AEGLA,,Aesculus glabra var. arguta,"USA(AR, IA, KS, MO, NE, OK, TX)",L48(N),
AEGLA,AEAR2,Aesculus arguta,,,
AEGLA,AEGLB,Aesculus glabra var. buckleyi,,,
AEPAP,,Aesculus pavia var. pavia,"CAN(ON), USA(AL, AR, FL, GA, IL, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA, WV)",L48(N)CAN(I),
AEPAP,AEAU,Aesculus austrina,,,
AEPAP,AEDI,Aesculus discolor,,,
AEPAP,AEDIM,Aesculus discolor var. mollis,,,
AEPAP,AEPAD,Aesculus pavia var. discolor,,,
AEPAP,AESP,Aesculus splendens,,,
AESY,,Aesculus sylvatica,"USA(AL, GA, NC, SC, TN, VA)",L48(N),
AESY,AEGE2,Aesculus georgiana,,,
AESY,AESYL,Aesculus sylvatica var. lanceolata,,,
AGAC,,Agalinis acuta,"USA(CT, MA, MD, NY, RI)",L48(N),
AGAC,GEAC3,Gerardia acuta,,,
AGAP3,,Agalinis aphylla,"USA(AL, FL, GA, LA, MS, NC, SC)",L48(N),
AGAP3,GEAP2,Gerardia aphylla,,,
AGAS2,,Agalinis aspera,"CAN(MB), USA(AR, IA, IL, KS, MN, MO, ND, NE, OK, SD, TX, WI)",L48(N)CAN(N),
AGAS2,GEAS2,Gerardia aspera,,,
AGAU3,,Agalinis auriculata,"USA(AL, AR, DC, IA, IL, IN, KS, KY, MD, MI, MN, MO, MS, NJ, OH, OK, PA, SC, TN, TX, VA, WI, WV)",L48(N),
AGAU3,AUAU,Aureolaria auriculata,,,
AGAU3,GEAU7,Gerardia auriculata,,,
AGAU3,OTAU,Otophylla auriculata,,,
AGAU3,TOAU,Tomanthera auriculata,,,
AGCA8,,Agalinis caddoensis,USA(LA),L48(N),
AGCA8,GECA13,Gerardia caddoensis,,,
AGCA7,,Agalinis calycina,"USA(NM, TX)",L48(N),
AGCA7,GECA15,Gerardia calycina,,,
AGDE6,,Agalinis densiflora,"USA(KS, OK, TX)",L48(N),
AGDE6,GEDE6,Gerardia densiflora,,,
AGDE6,OTDE,Otophylla densiflora,,,
AGDE6,TODE,Tomanthera densiflora,,,
AGDI2,,Agalinis divaricata,"USA(AL, FL, GA)",L48(N),
AGDI2,GEDI4,Gerardia divaricata,,,
